u,g,r,i,z,class,redshift,redshift_err
19.32837,18.29539,17.94051,17.6937,17.64581,GALAXY,0.03371388,6.87377e-06
18.29553,16.89685,16.23827,15.87868,15.57077,GALAXY,0.0301458,1.253022e-05
19.40126,17.82497,17.09139,16.69473,16.42718,GALAXY,0.0891047,2.192095e-05
19.01223,18.88463,18.63575,18.63618,18.68814,QSO,1.230654,0.0003492071
19.01296,17.02944,16.05503,15.61104,15.24327,GALAXY,0.07805659,1.678443e-05
19.17666,17.63932,16.82358,16.35464,16.0153,GALAXY,0.07758146,8.93165e-06
18.77158,17.1718,16.49279,16.07528,15.77641,GALAXY,0.07919856,7.842458e-06
19.3814,18.15178,17.46207,17.0002,16.73619,GALAXY,0.07872328,7.79079e-06
19.05162,17.52611,16.74731,16.30249,15.94252,GALAXY,0.06234364,3.492379e-05
18.5143,17.25373,16.74045,16.38139,16.16051,GALAXY,0.05480139,1.151397e-05
19.56222,19.30691,19.14366,19.15793,19.23808,QSO,1.311156,0.001048163
18.82311,17.28458,16.47524,16.01614,15.66419,GALAXY,0.05449592,1.451145e-05
19.25228,17.34267,16.42358,15.91658,15.53775,GALAXY,0.07776588,1.920678e-05
19.25018,17.85067,17.09176,16.65637,16.30496,GALAXY,0.03101538,6.468151e-06
18.94762,17.80112,17.33338,17.03035,16.85358,GALAXY,0.04260503,4.940496e-06
17.12434,15.98897,15.27216,14.81887,14.48862,GALAXY,0.04280036,6.794573e-06
18.38115,16.66425,15.79927,15.3051,14.92105,GALAXY,0.042782,7.239597e-06
17.35497,16.22724,15.58231,15.2132,14.94737,GALAXY,0.04260654,8.808951e-06
19.16289,17.87472,17.26187,16.87836,16.61339,GALAXY,0.08291406,7.080391e-06
18.66375,16.71732,15.77974,15.31612,14.94658,GALAXY,0.04098138,1.148616e-05
19.1467,18.12337,17.61307,17.40556,17.22793,GALAXY,0.03941562,7.877019e-06
19.43384,17.54361,16.5895,16.11658,15.73353,GALAXY,0.08513534,1.55168e-05
19.19815,17.60477,16.70871,16.1735,15.79695,GALAXY,0.08292612,7.869381e-06
19.4209,18.16283,17.47774,17.07091,16.76716,GALAXY,0.1063378,9.247715e-06
18.58295,17.31265,16.69193,16.36101,16.15246,GALAXY,0.03223878,9.266595e-06
18.17789,16.38868,15.46416,14.96539,14.62574,GALAXY,0.05372411,1.380663e-05
19.52505,18.49446,17.9257,17.5621,17.33006,GALAXY,0.130165,6.403344e-06
19.26315,18.90486,18.63733,18.53846,18.33137,QSO,0.8360341,0.0003078005
19.31067,17.36019,16.38565,15.9099,15.51448,GALAXY,0.05830569,1.951423e-05
18.837,17.1907,16.32329,15.82097,15.45492,GALAXY,0.0591345,8.61424e-06
17.85422,17.55935,17.31835,17.06661,17.03576,QSO,1.631066,0.0002444626
19.17037,17.12657,16.14485,15.64994,15.28181,GALAXY,0.06094531,1.397883e-05
18.08182,16.40516,15.61448,15.17521,14.85927,GALAXY,0.06064306,1.09177e-05
18.90495,17.10032,16.25677,15.8358,15.47367,GALAXY,0.04829464,1.430238e-05
18.00816,16.02841,15.10079,14.64674,14.26406,GALAXY,0.03076948,1.046883e-05
19.25193,17.89279,17.32158,17.00379,16.82434,GALAXY,0.05836911,1.275584e-05
19.37262,17.65437,16.69746,16.2305,15.86977,GALAXY,0.0737878,1.10787e-05
19.22928,17.30057,16.32331,15.8504,15.455,GALAXY,0.07184925,1.879392e-05
18.64828,17.40983,16.85427,16.49904,16.27685,GALAXY,0.05033315,8.648268e-06
18.24966,16.24553,15.26473,14.78902,14.40199,GALAXY,0.06163232,1.334598e-05
18.02321,17.84909,17.52994,17.46579,17.49992,QSO,1.301318,0.0001942799
19.03426,17.79282,17.29897,17.00868,16.80497,GALAXY,0.05043225,1.169501e-05
19.26487,17.97438,17.35548,16.9824,16.6959,GALAXY,0.06154416,8.279735e-06
18.08347,17.90151,17.79097,17.82611,17.66324,QSO,0.9256227,0.0001980361
19.461,18.37761,17.87916,17.55396,17.34636,GALAXY,0.04937574,3.434786e-06
19.59409,17.85046,17.01686,16.62197,16.31854,GALAXY,0.06001066,1.494755e-05
19.42696,19.17989,18.90824,18.90123,18.92683,QSO,1.021107,0.0004893683
19.474,18.20686,17.70648,17.42473,17.33451,GALAXY,0.02885376,2.96142e-05
18.23894,17.60531,17.48927,17.02669,17.13149,GALAXY,0.07623087,4.359892e-06
19.36194,18.04548,17.30302,16.8729,16.58532,GALAXY,0.09354635,1.041454e-05
19.46252,18.43745,17.95536,17.71106,17.49383,GALAXY,0.04345988,4.470129e-06
19.27787,17.1377,16.07447,15.57074,15.17297,GALAXY,0.0573527,2.020135e-05
19.52844,18.21117,17.33347,16.86073,16.51103,GALAXY,0.1202296,1.114358e-05
19.53042,17.41276,16.39031,15.90779,15.52465,GALAXY,0.07087372,1.744342e-05
18.07784,17.02993,16.6021,16.24635,16.0947,GALAXY,0.07032418,7.535903e-06
18.99564,18.65905,18.22872,18.29558,18.34367,QSO,1.129329,0.0003324908
18.7942,17.53207,16.93394,16.501,16.25197,GALAXY,0.05749664,4.167978e-06
18.75467,16.51664,15.37494,14.84793,14.44471,GALAXY,0.09420185,1.77267e-05
18.74944,17.41249,16.66237,16.18483,15.86686,GALAXY,0.07053563,6.404216e-06
19.3659,18.15281,17.61592,17.22948,17.01295,GALAXY,0.05694124,4.490835e-06
18.75706,17.25887,16.67624,16.25355,16.17888,GALAXY,0.09303534,6.903536e-06
18.74608,17.4436,16.77407,16.37267,16.11496,GALAXY,0.05701595,9.83833e-06
19.03101,17.33668,16.22104,15.78683,15.41859,GALAXY,0.05721577,1.399461e-05
19.36107,17.69939,16.78077,16.33665,15.98141,GALAXY,0.0930903,1.450496e-05
19.1165,17.65304,16.95359,16.56757,16.26234,GALAXY,0.04945239,8.579344e-06
18.39584,17.18207,16.58366,16.23495,16.05693,GALAXY,0.0452709,5.824411e-06
19.15138,17.08031,15.97934,15.48448,15.07941,GALAXY,0.09266774,1.771216e-05
19.36618,18.31833,17.8211,17.58771,17.37454,GALAXY,0.01808657,8.708221e-06
18.26716,17.25914,16.8627,16.52999,16.39643,GALAXY,0.05122699,6.121886e-06
17.20844,16.53498,16.93488,16.97043,16.90483,GALAXY,0.03132734,6.300464e-06
19.25949,17.25993,16.31405,15.87977,15.51287,GALAXY,0.05545625,1.189465e-05
19.30495,17.7727,17.06071,16.68599,16.47399,GALAXY,0.09295362,1.463255e-05
19.19293,17.19947,16.24853,15.78967,15.41119,GALAXY,0.06530171,1.095913e-05
19.57318,18.32692,17.57265,17.16997,16.89208,GALAXY,0.1464849,1.096704e-05
19.16097,18.79554,18.73298,18.56436,18.64717,QSO,1.542958,0.000357106
19.30945,19.1478,18.61443,18.37299,17.91087,QSO,0.269084,3.529914e-05
18.94723,17.49584,16.68891,16.23895,15.85704,GALAXY,0.04658657,1.175691e-05
19.42942,18.00364,17.26418,16.92307,16.74235,GALAXY,0.1125793,1.122803e-05
18.53532,17.12586,16.3757,15.99479,15.74403,GALAXY,0.05809155,1.992843e-05
19.06686,18.1902,17.86199,17.57582,17.42682,GALAXY,0.05049009,6.54403e-06
18.56369,16.72327,15.79623,15.37091,15.00125,GALAXY,0.07012362,1.148119e-05
16.63296,15.32729,14.6805,14.33003,14.10882,GALAXY,0.02517235,1.241962e-05
19.4293,17.40387,16.45127,15.98707,15.6506,GALAXY,0.07020292,1.800449e-05
19.35243,18.22138,17.54213,17.3835,16.95492,GALAXY,0.1353874,7.105534e-06
18.87574,17.02165,16.11087,15.66298,15.34988,GALAXY,0.04477335,1.589072e-05
19.52391,18.26343,17.33247,16.89338,16.57458,GALAXY,0.1639356,3.523404e-05
19.20251,17.17879,16.20001,15.74093,15.34595,GALAXY,0.04519832,1.206232e-05
18.0076,16.10604,15.185,14.75431,14.43875,GALAXY,0.07668608,1.228282e-05
19.22669,17.37362,16.43575,16.00075,15.65406,GALAXY,0.07721677,1.744238e-05
18.62405,17.73478,17.47587,17.26989,17.23052,GALAXY,0.04932304,5.429987e-06
18.17517,16.7994,16.15393,15.7919,15.50882,GALAXY,0.05463419,1.174789e-05
19.15839,17.98072,17.55079,17.28767,17.15694,GALAXY,0.05303294,1.248656e-05
19.05642,17.16596,16.23608,15.76746,15.39814,GALAXY,0.04824486,1.549878e-05
18.8176,18.4379,17.94547,17.52088,17.44295,QSO,0.1696882,2.276447e-05
19.3625,17.52642,16.71075,16.27534,15.95574,GALAXY,0.04903076,1.205243e-05
18.61503,17.52145,17.24899,17.05374,16.95476,GALAXY,0.04356531,6.397483e-06
18.36734,16.83051,16.19223,15.843,15.60653,GALAXY,0.05388061,1.033827e-05
19.15848,18.00612,17.52179,17.22569,17.04532,GALAXY,0.04335769,1.016267e-05
17.79119,15.96024,15.09341,14.64843,14.31681,GALAXY,0.05382339,8.394248e-06
18.69203,17.60727,17.09397,16.61407,16.49216,GALAXY,0.09113408,8.959461e-06
19.3056,18.11543,17.27961,16.87573,16.55245,GALAXY,0.1468625,2.241939e-05
18.02139,16.15993,15.73891,15.49675,15.42442,GALAXY,0.02388959,7.197033e-06
18.37611,17.15672,16.30552,15.86671,15.57025,GALAXY,0.1319281,1.391652e-05
17.6373,17.50481,17.35688,16.99001,17.15859,QSO,0.1731185,1.464714e-05
18.16746,16.84846,16.2298,15.82586,15.54955,GALAXY,0.05352432,7.604004e-06
18.23252,18.14109,17.77946,17.66071,17.62996,QSO,1.372802,0.0002033284
18.2647,16.85979,16.21399,15.8455,15.62684,GALAXY,0.04210113,1.432442e-05
16.7678,15.12709,14.38485,13.99355,13.66074,GALAXY,0.04238393,1.196322e-05
18.66635,17.32217,16.6337,16.22146,15.84027,GALAXY,0.05206013,1.010892e-05
18.90903,17.70745,17.20181,16.90505,16.73328,GALAXY,0.05259138,7.597934e-06
19.50688,18.11283,17.31582,16.82007,16.488,GALAXY,0.1194147,1.375386e-05
18.87169,17.56965,16.73726,16.28421,15.97775,GALAXY,0.1307701,1.535751e-05
19.49536,18.40123,17.45934,17.06776,16.69713,GALAXY,0.1307165,1.769603e-05
19.14455,18.24567,17.76194,17.37677,17.40249,GALAXY,0.07250893,5.225462e-06
17.6132,16.53643,16.05323,15.82542,15.70077,GALAXY,0.02523475,6.433324e-06
18.99784,18.11275,17.74207,17.49578,17.34396,GALAXY,0.04885171,7.276163e-06
17.13953,17.10244,16.98159,16.68799,16.66945,QSO,1.776915,0.0001915662
18.79272,17.69136,17.23534,16.89355,16.72157,GALAXY,0.05112578,6.010211e-06
18.4989,18.34736,17.89462,17.66602,17.20451,QSO,0.2768953,3.987498e-05
18.60003,18.59045,18.48555,18.38062,17.92455,QSO,0.353499,6.84455e-05
19.46586,19.20953,18.79435,18.81474,18.87356,QSO,1.130246,0.0003477254
17.32138,16.41348,16.16534,15.86857,15.77429,GALAXY,0.05434483,5.883491e-06
16.63874,15.30206,14.6177,14.16863,13.92643,GALAXY,0.05439333,7.265729e-06
18.93454,17.06873,16.17731,15.78159,15.4347,GALAXY,0.07315006,1.498077e-05
18.98193,17.06804,16.07784,15.64033,15.26591,GALAXY,0.1149191,1.702125e-05
19.276,18.07863,17.49824,17.19225,17.00183,GALAXY,0.1132453,1.519249e-05
18.45722,16.71208,15.64732,15.20328,14.80447,GALAXY,0.1263436,2.074027e-05
19.34526,18.96558,18.93452,18.84828,18.64225,QSO,0.788952,0.0002178461
19.51736,19.73869,19.15123,19.16816,19.1367,QSO,1.247373,0.0003499898
19.07169,17.12204,16.18715,15.76911,15.41851,GALAXY,0.08043646,1.782958e-05
18.43599,17.21641,16.63373,16.29602,16.05364,GALAXY,0.05496111,8.119252e-06
19.18215,18.127,17.65243,17.32767,17.0864,GALAXY,0.05547151,7.065962e-06
19.20603,19.26033,19.45032,19.63709,20.00991,QSO,1.889911,0.001836322
19.33033,17.42178,16.47794,16.01962,15.67314,GALAXY,0.08040103,1.920194e-05
18.61836,17.02332,16.24752,15.84475,15.4919,GALAXY,0.0560684,1.33726e-05
19.33589,18.17126,17.36816,16.96664,16.67628,GALAXY,0.1532406,8.995025e-06
19.02216,19.04071,18.79747,18.7871,18.79616,QSO,1.390296,0.0003034695
19.36061,17.86038,17.07976,16.68505,16.38017,GALAXY,0.09613949,1.200357e-05
19.17633,17.28621,16.3728,15.95884,15.60894,GALAXY,0.09513412,1.780644e-05
19.17295,18.05204,17.4448,17.11973,17.00537,GALAXY,0.119028,1.300557e-05
19.52385,18.27466,17.49801,17.0617,16.75901,GALAXY,0.1199684,9.654853e-06
19.41385,18.1572,17.51643,17.18049,17.01155,GALAXY,0.1190915,1.92074e-05
18.8338,17.65979,17.1943,16.89042,16.74483,GALAXY,0.09548683,9.342932e-06
19.08741,17.72324,17.18134,16.84836,16.56591,GALAXY,0.04258896,1.203765e-05
19.48085,18.17558,17.57254,17.23234,17.03474,GALAXY,0.118621,1.368552e-05
18.88516,18.54416,18.31096,18.33516,18.4457,QSO,1.127454,0.0003105901
19.33495,17.46912,16.43871,16.00573,15.65728,GALAXY,0.1361228,1.960288e-05
19.23638,17.64967,16.79495,16.36586,16.05271,GALAXY,0.08668981,2.325841e-05
19.34537,19.02602,19.14219,18.95201,18.79927,QSO,0.5598089,0.0001113324
18.08034,17.52113,17.08807,16.79504,16.57647,QSO,1.578395,0.0004054058
18.70109,18.64659,18.379,18.40395,18.45855,QSO,1.379338,0.0003522216
18.62299,17.3601,16.77542,16.38738,16.11045,GALAXY,0.06422448,1.013125e-05
18.01277,17.12684,16.80932,16.57776,16.46452,GALAXY,0.04087342,7.163788e-06
17.51538,16.44687,15.91753,15.55417,15.3431,QSO,0.06448929,2.854496e-05
17.21615,15.63023,14.89466,14.55523,14.26341,GALAXY,0.04135792,1.113349e-05
18.95833,17.82152,17.37614,17.13361,16.88305,GALAXY,0.04705953,9.967817e-06
18.52739,16.651,15.77467,15.3839,15.07286,GALAXY,0.06326035,1.143288e-05
18.94434,17.45126,16.67421,16.27022,15.92553,GALAXY,0.03041703,1.327503e-05
18.35949,17.07209,16.44396,16.05856,15.83987,GALAXY,0.09849781,7.340214e-06
19.04556,17.06807,16.1682,15.75645,15.41687,GALAXY,0.05245192,1.558122e-05
18.92418,17.79289,17.34743,16.95857,16.85156,GALAXY,0.09873472,5.732798e-06
18.39592,17.30704,16.59826,16.07075,15.86985,QSO,0.08959205,2.810273e-05
18.86274,17.69266,17.05307,16.6999,16.49278,GALAXY,0.1330236,1.849032e-05
19.52362,19.81405,19.47948,19.42827,19.63297,QSO,1.186486,0.0002413558
19.01142,17.99651,17.6264,17.31816,17.22897,GALAXY,0.09458714,5.955798e-06
19.48179,17.88659,16.91474,16.44376,16.05711,GALAXY,0.1313972,2.892848e-05
18.78975,17.65566,17.1213,16.83548,16.59908,GALAXY,0.06435346,1.157651e-05
18.14117,16.76429,16.08141,15.72688,15.44965,GALAXY,0.09578438,3.227247e-05
18.71802,17.42509,16.9235,16.57369,16.35872,GALAXY,0.06183455,7.203967e-06
19.28533,17.98434,17.30739,16.91429,16.68861,GALAXY,0.0851326,9.674308e-06
18.06792,17.09936,16.68485,16.3758,16.26169,GALAXY,0.09388591,8.392635e-06
18.27407,17.18623,16.72966,16.43073,16.2243,GALAXY,0.04170959,5.990703e-06
19.05176,17.04761,16.1021,15.66839,15.31685,GALAXY,0.08354334,1.441241e-05
18.43108,16.72626,15.90781,15.484,15.17246,GALAXY,0.0909733,1.104028e-05
19.18991,18.02081,17.53274,17.24896,17.13808,GALAXY,0.09143512,7.480748e-06
18.9104,17.4715,16.80849,16.41717,16.19152,GALAXY,0.09403867,1.411279e-05
19.23866,17.53834,16.65461,16.23714,15.91583,GALAXY,0.08419115,1.877453e-05
19.12614,18.47647,18.37385,18.40205,18.2457,QSO,2.432096,0.0001656205
19.19721,17.5463,16.6849,16.25105,15.93584,GALAXY,0.08465102,1.355068e-05
19.09561,17.20508,16.25926,15.81735,15.46206,GALAXY,0.07994016,1.796106e-05
17.8199,15.77992,14.82019,14.37638,14.04556,GALAXY,0.0831283,1.083287e-05
19.31939,17.93322,17.41839,17.1028,16.9193,GALAXY,0.04665402,1.205222e-05
19.53159,18.17691,17.43491,17.0234,16.69831,GALAXY,0.1670191,7.317319e-06
19.26899,18.82303,18.77297,18.55444,18.65835,QSO,0.6272395,7.376516e-05
18.72002,17.38775,16.67437,16.23596,15.95469,GALAXY,0.08195001,1.067845e-05
19.18249,18.67505,18.39196,18.18549,18.18768,GALAXY,0.2048835,7.658893e-06
18.85501,17.52479,16.86836,16.44131,16.20704,GALAXY,0.0885947,3.700196e-06
18.74109,17.41614,16.83018,16.44633,16.12355,GALAXY,0.06469536,7.70993e-06
15.86234,14.42221,13.93013,13.65911,13.43347,GALAXY,0.008142068,1.292239e-05
17.68665,16.28782,15.62602,15.25383,14.9704,GALAXY,0.04847856,1.03751e-05
19.41019,17.23399,16.20019,15.77614,15.39941,GALAXY,0.1231763,1.657257e-05
19.09709,17.41154,16.60462,16.18834,15.87673,GALAXY,0.04434932,9.573469e-06
18.76481,17.71313,17.35278,17.09504,16.91318,GALAXY,0.04578084,6.261837e-06
19.13544,17.81514,17.30624,16.97268,16.73236,GALAXY,0.04692443,1.006059e-05
19.43497,18.12269,17.2325,16.78959,16.49285,GALAXY,0.1816279,2.162114e-05
19.55799,17.55931,16.50756,16.06395,15.68809,GALAXY,0.1220537,2.358058e-05
19.47731,18.75975,18.33845,17.9675,17.90141,GALAXY,0.1812425,5.853405e-06
18.52082,16.50571,15.45505,14.99555,14.62465,GALAXY,0.1059715,1.983641e-05
19.03857,17.79956,17.35235,17.08863,16.99323,GALAXY,0.03977071,1.591306e-05
18.69273,18.51276,18.46622,18.21758,18.13941,QSO,1.677424,0.0003416631
19.35493,17.46802,16.50419,16.0615,15.70544,GALAXY,0.1061155,1.883483e-05
19.50178,18.03713,17.26144,16.85981,16.57713,GALAXY,0.1064258,1.729012e-05
19.51086,19.05091,18.48601,18.26058,17.82582,QSO,0.2852995,4.615854e-05
19.109,17.85155,17.25759,16.89959,16.70224,GALAXY,0.105651,1.14037e-05
19.06563,17.56575,16.70705,16.24267,15.91358,GALAXY,0.1396844,1.217369e-05
19.55761,18.39954,17.65725,17.23513,16.97361,GALAXY,0.1394549,1.819038e-05
18.17995,17.80097,17.88954,17.75459,17.838,QSO,0.5706037,3.596935e-05
19.38706,17.91419,16.99499,16.52482,16.1772,GALAXY,0.1375852,2.518359e-05
19.06664,17.94695,17.52779,17.22639,17.05749,GALAXY,0.07210886,7.410456e-06
19.42269,19.32447,19.1054,19.10231,19.12107,QSO,1.068271,0.0004418913
18.82898,17.93278,17.50592,17.1883,17.062,GALAXY,0.1076543,1.130031e-05
18.53336,17.60458,17.24651,16.91649,16.80258,GALAXY,0.0824862,6.397258e-06
19.268,17.96922,17.35791,17.00756,16.79184,GALAXY,0.04159208,8.72321e-06
19.43601,19.00111,19.00463,18.83344,18.86204,QSO,0.5600815,0.0001478665
19.44566,18.16253,17.54112,17.18102,17.02048,GALAXY,0.1029582,1.405816e-05
18.68978,17.45983,16.9766,16.62937,16.46981,GALAXY,0.1031646,7.420232e-06
19.5415,18.03879,17.29043,16.85026,16.60164,GALAXY,0.1358411,3.343219e-05
19.29158,17.61565,16.7975,16.34165,15.96772,GALAXY,0.0416929,1.123924e-05
18.8164,17.04675,16.17271,15.70788,15.32437,GALAXY,0.04135537,1.445997e-05
18.5552,18.36782,18.16676,17.81306,17.72622,QSO,1.799862,0.0003418927
19.54036,18.34305,17.95689,17.61706,17.5874,GALAXY,0.04956391,7.373789e-06
17.78063,17.25016,17.31765,17.35324,17.35208,GALAXY,0.02900477,5.626038e-06
19.59298,17.71847,16.97877,16.59099,16.35073,GALAXY,0.0830382,1.248027e-05
18.12374,16.84423,16.28957,15.96882,15.85005,GALAXY,0.04171393,1.545449e-05
17.36992,16.44888,16.8983,17.13765,17.16823,GALAXY,0.02741167,1.231622e-05
19.52691,19.20584,19.02172,18.92813,18.72017,QSO,2.060827,0.0007469098
19.28512,17.25879,16.07669,15.59608,15.21468,GALAXY,0.1471173,2.302195e-05
18.40728,16.52918,15.68349,15.30364,14.99964,GALAXY,0.04339959,1.00806e-05
19.4403,18.0612,17.46041,17.1452,16.95536,GALAXY,0.04290721,1.850868e-05
19.39725,19.23262,19.16056,18.96788,18.943,QSO,1.615897,0.0003706017
17.5731,15.8834,15.00187,14.52975,14.17158,GALAXY,0.04280575,1.406441e-05
19.51487,17.85096,16.79809,16.22154,15.9783,QSO,0.1194533,1.232357e-05
18.82398,16.87118,15.97378,15.56664,15.24013,GALAXY,0.04319625,1.464966e-05
18.98985,17.65608,16.90529,16.5278,16.23191,GALAXY,0.1187695,1.507355e-05
18.69577,16.7648,15.89198,15.48033,15.15458,GALAXY,0.03456193,1.334296e-05
19.00836,17.32504,16.37951,15.92903,15.58801,GALAXY,0.09918735,1.774417e-05
19.38899,19.34506,19.12718,19.07368,19.19935,QSO,1.353462,0.0004465881
18.72594,17.40593,16.8335,16.51054,16.27397,GALAXY,0.07699386,1.152046e-05
18.26983,18.24511,18.15762,17.89096,17.8666,QSO,1.807872,0.0001598899
19.2314,17.65071,16.85939,16.42989,16.09555,GALAXY,0.06741799,2.142208e-05
19.55868,19.57232,19.40888,19.48328,19.41111,QSO,1.112306,0.000673274
19.46196,17.81079,17.00781,16.61381,16.30687,GALAXY,0.1038279,2.439944e-05
18.76278,17.49484,17.21076,16.92708,16.85388,GALAXY,0.02314522,1.04189e-05
18.49275,16.65238,15.75282,15.30861,14.96906,GALAXY,0.06546512,2.068067e-05
17.98528,16.07809,15.1563,14.72518,14.35526,GALAXY,0.0837642,1.718483e-05
19.39378,18.07857,17.49325,17.11494,16.8919,GALAXY,0.1000498,8.846669e-06
19.38673,19.22936,19.03607,18.95555,18.92229,QSO,1.222181,0.0003413715
18.42021,17.29768,16.84572,16.55041,16.38874,GALAXY,0.04185052,7.345189e-06
17.71193,16.43942,15.61998,15.16833,14.8451,QSO,0.06937063,2.099492e-05
18.51828,17.95277,17.88159,17.85933,17.7161,QSO,2.232855,0.0001047688
19.18999,18.95942,18.83504,18.57838,18.53877,QSO,1.603607,0.0005443278
18.60658,17.00761,16.17136,15.7419,15.44541,GALAXY,0.08729399,7.680437e-06
18.40578,16.38707,15.37025,14.91318,14.5636,GALAXY,0.08681998,1.755579e-05
19.46119,17.65426,16.68579,16.23376,15.8817,GALAXY,0.1184488,2.519726e-05
19.57211,17.77939,16.8328,16.34733,15.94499,GALAXY,0.07254945,1.241066e-05
19.21996,18.15685,17.60645,17.24717,17.06777,GALAXY,0.0984023,7.544042e-06
16.33114,15.4236,15.00932,14.85251,14.72765,GALAXY,0.006297647,5.120965e-06
19.13203,17.18998,16.13031,15.67101,15.27632,GALAXY,0.111066,2.99695e-05
19.2005,18.9792,18.71015,18.72927,18.73521,QSO,1.106112,0.0003937055
18.75195,16.83048,15.95546,15.5457,15.21253,GALAXY,0.04896335,1.363286e-05
19.47198,19.16747,19.10652,18.90414,18.81264,QSO,1.519381,0.0004081714
18.95199,17.56187,16.98719,16.64316,16.4398,GALAXY,0.0489473,7.081823e-06
18.7011,17.81712,17.47956,17.26772,17.12845,GALAXY,0.03721606,5.609318e-06
19.51806,17.91293,17.03258,16.51406,16.09395,GALAXY,0.04893661,1.829485e-05
19.48461,17.42125,16.41674,16.04235,15.69536,GALAXY,0.03695014,1.401561e-05
19.13672,18.08431,17.60892,17.34571,17.18064,GALAXY,0.03610019,2.080828e-05
19.30947,19.16935,19.19085,19.32052,19.21403,QSO,0.8475645,0.0003979591
19.57207,17.71502,16.78274,16.37084,16.03076,GALAXY,0.08895048,2.031995e-05
18.74593,16.79608,15.87978,15.44679,15.11603,GALAXY,0.04922194,1.432796e-05
17.37955,15.36337,14.3462,13.86032,13.42883,GALAXY,0.07114076,1.547238e-05
19.44113,17.58355,16.68275,16.211,15.83451,GALAXY,0.07065763,1.129438e-05
19.22042,17.45189,16.54957,16.113,15.80323,GALAXY,0.07012011,3.704079e-05
19.55661,18.86275,18.77304,18.54197,18.55616,GALAXY,0.06658871,7.160768e-06
19.28289,17.79428,16.98922,16.53812,16.23682,GALAXY,0.07001241,8.706034e-06
19.34079,18.16904,17.74122,17.54371,17.4508,GALAXY,0.06753261,1.390859e-05
19.48415,17.50805,16.52175,16.07032,15.73113,GALAXY,0.07933845,2.315291e-05
18.438,16.93719,16.21707,15.80171,15.54399,GALAXY,0.05488245,7.745811e-06
18.98866,17.66985,17.02966,16.63292,16.36942,GALAXY,0.07885005,9.638244e-06
18.82432,16.85036,15.93546,15.499,15.20179,GALAXY,0.05495768,1.265178e-05
18.43287,16.41991,15.45774,15.01569,14.65332,GALAXY,0.07084415,1.474139e-05
18.81131,16.78782,15.84893,15.42421,15.08336,GALAXY,0.07015107,1.501597e-05
19.10097,17.82475,17.27918,16.99789,16.81784,GALAXY,0.03653381,1.103589e-05
18.93736,18.81443,18.81407,18.61613,18.62065,QSO,1.763019,0.0004662833
18.20077,16.19199,15.25126,14.82012,14.4589,GALAXY,0.05415484,1.188561e-05
19.17253,17.96109,17.4436,17.16058,17.0307,GALAXY,0.05414075,1.485275e-05
18.75568,17.5765,17.02122,16.71808,16.55718,GALAXY,0.0546956,1.893466e-05
18.82815,16.96741,16.10208,15.68464,15.34433,GALAXY,0.03387914,1.181171e-05
18.4669,18.3053,18.02991,17.9747,18.01916,QSO,1.164083,0.0002544648
17.47327,16.07704,15.35778,14.98446,14.63651,GALAXY,0.03688883,9.426373e-06
19.0838,17.38974,16.44312,16.0132,15.64432,GALAXY,0.1212525,3.471911e-05
19.31755,17.64284,16.75572,16.2849,15.91012,GALAXY,0.05091307,1.140905e-05
19.48937,17.79753,16.77446,16.26573,15.84888,GALAXY,0.1443409,5.450226e-05
