,objid,ra,dec,mag_u,mag_g,mag_r,mag_i,mag_z,spec_z,u_g_color,g_r_color,r_i_color,i_z_color,class
1479,1237663783131087035,16.983781,-0.66667294,21.13202,20.04431,19.82939,19.80728,19.41028,0.05303251,1.112387,0.4082565,0.2667637,0.1403751,GALAXY
1480,1237666338652291153,17.078756,-0.43422794,21.47667,20.49364,20.33739,20.12942,19.86057,0.07365336,1.169762,0.3558846,0.1933403,0.1342888,GALAXY
1481,1237678663034208621,359.01431,5.9024428,21.73083,21.51289,21.26789,21.03952,20.73624,0.9849662,0.2395382,0.2942905,0.1457291,0.3235226,GALAXY
1482,1237666339726819641,18.78665,0.26580978,19.60231,18.51386,17.97961,17.59457,17.29014,0.04286652,1.374903,0.6914797,0.3713064,0.3065052,GALAXY
1483,1237658612515471374,161.4124,47.278026,16.8793,15.84081,15.68912,15.67861,15.6675,-0.0003998146,1.052146,0.1485949,0.02114105,-0.02340508,STAR
1484,1237660562967757246,118.69846,24.184083,18.90029,17.57141,17.10003,16.94192,16.8639,0.0002536072,1.336523,0.4774208,0.1519032,0.07779884,STAR
1485,1237663784205615184,18.74651,0.20653514,19.62216,19.05595,19.15284,18.94047,18.765,0.06019728,0.7242317,0.1335526,0.2427883,-0.03780556,GALAXY
1486,1237657590315090037,154.22184,50.724831,19.9365,17.78008,16.95892,16.67712,16.51036,1.34773e-05,2.194601,0.8189888,0.316328,0.1609173,STAR
1487,1237658802566463684,153.54834,51.088688,23.20495,20.86,19.51023,18.83342,18.5174,-8.213726e-05,2.477814,1.365702,0.6693325,0.3208923,STAR
1488,1237667731268502024,123.15361,11.281849,19.68444,18.86781,18.60118,18.52139,18.48784,0.0007492321,0.8105164,0.261116,0.07816315,0.04146004,STAR
1489,1237669679576842834,359.03811,6.4830243,23.9567,24.60248,22.60066,21.35238,20.33997,0.8252612,0.1125412,2.350729,1.284021,0.9782772,GALAXY
1490,1237657590314827892,153.16625,50.503497,19.04353,17.2783,16.56676,16.32961,16.19466,0.0001262656,1.776756,0.7029991,0.2364864,0.1235638,STAR
1491,1237660765369008181,118.39792,22.421701,18.84028,17.40939,16.8577,16.64561,16.57692,-0.0001121221,1.441202,0.5507336,0.1907043,0.08572578,STAR
1492,1237658611979125003,163.31655,47.095124,22.99834,20.23886,19.92749,19.90719,19.85021,0.0002866786,3.053156,0.3152924,0.03343582,0.03157997,STAR
1493,1237655108373839990,166.60872,58.878881,22.32979,19.42285,17.83292,17.09878,16.66301,1.060748e-05,2.990099,1.535805,0.7871914,0.4304981,STAR
1494,1237666339726688385,18.516137,0.30755642,21.54204,20.42452,19.67742,19.30134,18.95446,0.0459184,1.561447,0.7521458,0.3858585,0.2878742,GALAXY
1495,1237659119324889145,221.08724,48.837621,21.16481,18.48902,17.32298,16.82638,16.5545,-0.0001049175,2.698277,1.198914,0.4942799,0.2771435,STAR
1496,1237663782595788923,20.537675,-1.1652569,19.97,19.2564,19.02954,18.73297,18.57398,0.04685728,0.7497768,0.3275642,0.2916641,0.1046219,GALAXY
1497,1237663783668351182,17.876839,-0.38106831,21.23294,19.60704,18.96955,18.42249,18.0589,0.0685742,1.558111,0.8090878,0.4571819,0.3346176,GALAXY
1498,1237657611797725210,158.67722,54.488879,25.25003,22.94289,21.4611,20.03773,19.36297,0.0002016782,2.297592,1.490118,1.432533,0.6597137,STAR
1499,1237678598628835491,3.42336999999998,3.658312,22.35175,20.44931,19.18839,18.73007,18.29091,0.1982051,1.870619,1.239822,0.4759502,0.3547535,GALAXY
1500,1237678778477380231,358.33475,5.8018806,22.62032,23.02897,22.58051,21.1674,20.31677,0.8534331,-0.3391075,0.8232384,1.271324,0.7257271,GALAXY
1501,1237663784742224063,18.211044,0.53691467,22.93913,21.56124,19.96861,19.41931,18.87399,0.3356504,1.045288,1.755989,0.5939007,0.4240074,GALAXY
1502,1237657771786961013,161.34446,56.067283,18.696,17.72149,17.49445,17.41197,17.38792,-0.0006875482,0.9683323,0.2586823,0.07780838,0.02699089,STAR
1503,1237657071162556538,35.239521,0.21849298,20.72835,18.86841,18.03174,17.76062,17.65256,0.0004702946,1.843098,0.815691,0.2918835,0.09633064,STAR
1504,1237663784741765228,17.120257,0.45961727,19.78375,18.30419,17.87234,17.65051,17.30897,0.04553808,1.479019,0.5813065,0.2804871,0.2144394,GALAXY
1505,1237657627901690350,133.08472,37.396994,23.65413,22.43985,20.94155,19.26506,18.26767,-5.475283e-05,1.24453,1.487106,1.680647,1.011583,STAR
1506,1237661416602599525,214.79577,52.856971,19.16973,18.27647,17.94277,17.82335,17.78913,-0.0001153045,0.9083672,0.3163815,0.1216946,0.02661324,STAR
1507,1237666339189227703,17.239923,-0.0073771456,20.65844,18.86411,18.08793,17.73014,17.38183,0.07773542,1.82872,0.867775,0.3996964,0.3231049,GALAXY
1508,1237667782806208797,118.09456,9.2551669,25.18614,22.16551,20.79878,20.10988,21.11228,2.387968e-05,3.032536,1.352989,0.6851883,-1.087681,STAR
1509,1237660958642209173,118.32564,22.521642,20.15693,18.85012,18.35385,18.16422,18.08724,1.15142e-05,1.308716,0.4832058,0.2025242,0.06743622,STAR
1510,1237666339726884973,19.015976,0.40061207,21.72423,20.09869,19.66192,19.36819,19.10511,0.04687977,1.844273,0.6865463,0.333334,0.2576237,GALAXY
1511,1237648722835931343,167.69307,1.2441244,21.1566,19.15425,18.19947,17.7756,17.44552,0.09722031,1.878307,0.9417057,0.4107246,0.3040886,GALAXY
1512,1237663204922228861,18.4497,0.79954285,21.21569,20.0323,19.0986,18.69663,18.3362,0.1774526,1.052773,0.8269272,0.4214973,0.243021,GALAXY
1513,1237660561893556305,118.56492,22.748405,18.31125,16.949,16.48575,16.35712,16.29328,7.499669e-05,1.378136,0.4519024,0.1447411,0.04336739,STAR
1514,1237658303281692973,171.78717,59.158706,20.99597,18.54146,17.20243,16.23265,15.59468,-3.334503e-05,2.445415,1.326868,0.9511223,0.6929522,STAR
1515,1237674650997031071,167.66548,0.42598615,21.34006,20.06526,19.15469,18.75486,18.46831,0.09459782,1.584343,0.6633186,0.4305458,0.2627487,GALAXY
1516,1237674650997096596,167.80694,0.54586499,21.02922,19.3914,18.31494,17.95038,17.70267,0.1171576,1.784143,0.9737206,0.4006386,0.3205128,GALAXY
1517,1237678620104393198,5.00728240000001,3.4081158,23.85736,23.30548,22.3598,21.24205,20.62067,0.5566915,1.316904,1.299147,1.000334,0.7000809,GALAXY
1518,1237678778477117940,357.63738,5.7670022,24.56162,23.4952,22.13356,20.91189,20.05632,0.5924528,1.658463,2.137091,1.09935,0.8302822,GALAXY
1519,1237678598092619825,4.85790700000001,3.139395,22.67628,21.97955,20.84492,20.31246,19.86363,0.2649175,0.9295044,1.140844,0.578701,0.3021908,GALAXY
1520,1237678617433145437,34.993325,1.0313051,19.63355,17.72143,16.94431,16.63576,16.5138,-0.0003739562,1.944759,0.759203,0.3083973,0.1363182,STAR
1521,1237666338652356769,17.182248,-0.58375321,21.36937,19.95263,19.10532,18.79776,18.32697,0.1596641,1.565186,0.8729267,0.3909836,0.3011742,GALAXY
1522,1237658191614181483,132.994,35.900444,18.75281,17.77972,17.41431,17.24517,17.22038,0.0008579153,0.9629879,0.3761463,0.1568775,0.02817345,STAR
1523,1237660958105141621,118.2253,21.916414,20.0111,18.7648,18.24622,18.08979,18.03483,2.433322e-05,1.235466,0.5148048,0.1630039,0.06567383,STAR
1524,1237658611441926257,162.53072,46.529787,17.77935,16.75774,16.40551,16.31717,16.27229,-0.0001305398,1.0189,0.3582535,0.0865097,0.03422737,STAR
1525,1237657774467908611,132.59493,37.783594,24.40269,21.47404,20.21446,19.70167,19.36117,7.367416e-05,2.94907,1.237051,0.5160351,0.3565369,STAR
1526,1237669679576777396,358.87387,6.5853857,23.94525,23.05813,21.76495,20.69109,20.04012,0.6291999,1.501591,1.44813,1.100006,0.6631031,GALAXY
1527,1237658304355107076,169.89871,59.871444,25.53648,21.85294,20.25732,18.16544,16.99756,-6.04377e-06,3.740833,1.606224,2.097374,1.179697,STAR
1528,1237669516903973667,357.68721,6.7220915,22.39652,24.19769,22.42098,21.21073,20.52851,0.7323058,-1.724617,1.780561,1.158041,0.9006557,GALAXY
1529,1237663783667957934,17.013028,-0.38247618,20.96561,19.62275,19.11243,18.89507,18.45561,0.07898827,1.280769,0.5741367,0.3591805,0.2297554,GALAXY
1530,1237654381438566944,131.94321,48.062767,22.95109,21.81018,21.0241,20.7636,20.58565,0.000281243,1.243052,0.7863235,0.2557144,0.1876087,STAR
1531,1237667782808502735,123.08274,11.134204,21.86162,19.96677,19.50311,19.19203,19.05511,0.0008549741,1.919664,0.4690914,0.292944,0.1452389,STAR
1532,1237678598629359833,4.65518850000001,3.7463684,23.69736,23.3459,22.11126,21.04543,19.96602,0.7080249,-0.1401882,1.737215,1.007259,1.048233,GALAXY
1533,1237660343924556183,118.73302,23.99314,19.62498,18.09329,17.56268,17.39322,17.31921,9.014436e-05,1.522249,0.5280018,0.1756668,0.08272743,STAR
1534,1237655692478054900,224.38346,-1.8371719,22.96093,20.65783,19.17832,17.27066,16.21353,-5.295492e-05,2.356369,1.488474,1.887768,1.054871,STAR
1535,1237657770713743381,163.91688,55.569365,18.00416,16.90542,16.48825,16.34209,16.32809,-9.736632e-05,1.132687,0.3734169,0.1258278,0.05512619,STAR
1536,1237666339727016679,19.315486,0.35337999,23.42888,22.21757,20.51695,19.91842,19.38174,0.400049,1.199894,1.834099,0.6571121,0.4528389,GALAXY
1537,1237667537456464251,118.61582,10.328614,24.5459,21.7481,21.69687,21.24627,20.45367,0.0001215155,2.952709,0.1923027,0.5240135,0.6146584,STAR
1538,1237672766060626311,357.34886,5.2967411,22.25043,22.61261,21.92155,20.83366,20.09848,0.7407481,-0.4675426,0.8134003,0.9964085,0.7129459,GALAXY
1539,1237678617426001988,18.653572,1.1796388,21.56576,21.11985,21.01956,20.81741,20.77053,0.01551937,0.618536,0.1360664,0.2394924,-0.00724411,GALAXY
1540,1237678598628835507,3.45404100000002,3.689914,22.69744,20.65546,19.45228,18.96861,18.52607,0.1987247,2.0655,1.206156,0.5098953,0.3211193,GALAXY
1541,1237678777405735264,3.10759439999998,4.8224716,22.66308,21.57849,20.79664,20.167,19.73194,0.4932431,1.222404,0.9125957,0.6222782,0.3647976,GALAXY
1542,1237663239269384381,35.360757,0.49010749,19.32521,16.93622,16.02965,15.76497,15.61156,-3.443995e-05,2.37862,0.9190388,0.2677135,0.1463604,STAR
1543,1237669516367692405,358.99767,6.3645346,23.62054,24.08901,22.69725,21.42115,20.30182,0.8173229,-0.1226749,1.54277,1.257261,1.075499,GALAXY
1544,1237663204922359890,18.647929,0.71427454,21.60258,20.00311,19.15828,18.70094,18.24003,0.1048107,1.631767,0.9441776,0.4860802,0.3893986,GALAXY
1545,1237663204922163480,18.291738,0.8367043,22.11439,20.71445,20.24882,20.14782,19.96048,0.03270569,1.350763,0.4336395,0.2467194,0.0722599,GALAXY
1546,1237666339189162068,17.009105,-0.075310587,21.11337,20.1193,19.6989,19.50822,19.16894,0.0171536,1.20183,0.4559193,0.2217064,0.08998108,GALAXY
1547,1237669679575990480,357.08341,6.4043613,20.5028,20.54797,20.46589,20.15625,19.99813,0.0,-0.0328846,0.0825386,0.3080559,0.1477318,GALAXY
1548,1237672839060979766,357.21969,5.2612056,24.27804,21.6801,21.49736,19.54154,19.63935,1.300925,2.69474,0.2606869,2.003946,-0.2082539,GALAXY
1549,1237663785278898264,17.767752,1.020064,21.38601,19.59992,18.56909,18.11836,17.75946,0.1200334,1.827669,0.9855404,0.4011879,0.3279705,GALAXY
1550,1237663784742027386,17.77374,0.60993557,21.7635,19.60025,18.4863,18.03756,17.61099,0.1744594,2.132078,1.190319,0.4680729,0.3396225,GALAXY
1551,1237657590315286742,154.78153,50.778283,22.45142,20.32322,19.31264,18.93207,18.40394,-4.199376e-05,2.193182,1.026665,0.3918743,0.5040722,STAR
1552,1237651495759053183,122.32703,47.683896,21.6413,21.31905,20.87249,20.85361,20.72148,-0.0008432014,0.350132,0.4553452,0.01992035,0.07770729,STAR
1553,1237660561893556269,118.4248,22.836751,17.61923,16.63902,16.34732,16.24289,16.21435,0.0001010195,0.9742889,0.2903786,0.09967422,0.02749252,STAR
1554,1237648721203954448,118.79712,-0.063282789,19.38826,17.31927,16.56451,16.25739,16.13215,0.0003053705,2.0376,0.766304,0.3029919,0.1263599,STAR
1555,1237660343924555844,118.78413,23.865029,18.77027,17.38247,16.7942,16.56097,16.46771,0.0002083865,1.406483,0.576786,0.2299442,0.1068401,STAR
1556,1237666339727081646,19.440201,0.35980317,21.44533,19.48017,18.86563,18.43458,17.96884,0.0775254,1.848734,0.8387299,0.4434624,0.3191414,GALAXY
1557,1237655107837624521,169.58131,58.692771,23.52994,21.79075,20.4239,19.22722,18.67231,3.796492e-05,1.791182,1.391727,1.203518,0.5404606,STAR
1558,1237658801494622271,160.44421,52.116446,18.23098,17.2835,16.98543,16.90252,16.88322,-0.000681182,0.9374123,0.281662,0.08723259,0.02606392,STAR
1559,1237652943169257669,345.81872,14.013805,19.61121,17.08669,16.06945,15.65256,15.28368,4.565051e-06,2.508486,1.14546,0.4254026,0.3453627,STAR
1560,1237666408994635858,35.134019,0.71591476,18.09392,17.21175,16.93574,16.83893,16.82326,-0.0003816028,0.8931065,0.2770309,0.1051807,0.001054764,STAR
1561,1237651250407866804,122.61629,43.835241,21.29527,20.26727,20.20118,20.27287,20.33677,6.521113e-05,1.062645,0.09209251,-0.08883858,-0.05046844,STAR
1562,1237669680113123923,357.60898,6.9125857,24.2411,23.96868,22.37531,21.28819,20.30343,0.6567898,1.003077,1.33223,1.213778,0.8942032,GALAXY
1563,1237674650996834435,167.2324,0.44480423,16.80254,16.33351,16.11367,16.21467,16.14784,0.01290247,0.6227846,0.3195477,0.03309441,0.1113987,GALAXY
1564,1237667430083527918,118.01198,11.372644,24.55756,22.627,21.38751,20.01484,19.20831,-0.0001230028,2.915087,1.365284,1.4144,0.7675591,STAR
1565,1237663204922359919,18.707598,0.69762367,20.65846,18.91055,18.23463,17.93737,17.58263,0.04620282,1.69763,0.7694988,0.3606777,0.3038158,GALAXY
1566,1237656243306627274,329.57422,13.268784,17.38815,16.47844,16.21422,16.11387,16.07025,-0.0007280852,0.9136658,0.27108,0.09483337,0.03468895,STAR
1567,1237663784741765318,17.181735,0.43895688,22.70748,20.75404,19.35377,18.82252,18.39155,0.2682194,1.924391,1.487341,0.5422916,0.2865181,GALAXY
1568,1237666338115485794,17.217871,-0.87384841,21.9034,20.02956,19.04141,18.65345,18.18921,0.1587932,2.033434,1.124424,0.4219971,0.3411846,GALAXY
1569,1237663784749629584,35.066134,0.54336857,19.54487,18.11867,17.62541,17.42075,17.38819,5.114886e-05,1.428576,0.5002098,0.1807823,0.03799629,STAR
1570,1237655499210031401,223.62903,-1.7367129,20.3481,18.57881,17.47056,16.7417,16.39589,-0.0003269055,1.89834,1.067015,0.6334763,0.4008598,STAR
1571,1237656241166024952,345.80383,13.501852,21.766,20.3869,18.88718,17.8318,17.27603,-7.551196e-06,1.538074,1.49243,1.060471,0.5670586,STAR
1572,1237655106763882595,169.89985,57.983357,21.85144,19.05431,17.66726,16.3446,15.60525,-0.0001645385,2.818195,1.400385,1.321352,0.7267694,STAR
1573,1237657770712694857,160.05929,54.801086,17.64928,16.62876,16.29434,16.18736,16.1967,-9.462266e-05,1.039543,0.2984104,0.09578323,-0.00321579,STAR
1574,1237648721750720619,141.48573,0.40135332,18.69205,16.74167,15.95934,15.7025,15.57146,4.001127e-05,1.948992,0.7762747,0.2622099,0.1493111,STAR
1575,1237678779013988612,357.65599,6.154588,20.39571,18.4688,17.7533,17.30901,17.01081,0.06152453,1.838848,0.8657475,0.4165268,0.2660084,GALAXY
1576,1237657770713350239,162.37061,55.351967,17.48303,16.60898,16.36085,16.24575,16.28112,-0.0004994757,0.8635998,0.2438507,0.08695984,0.005630493,STAR
1577,1237666408994570331,34.903992,0.8069731,20.92633,18.74157,17.67758,17.30372,17.06032,2.551178e-05,2.180851,1.053261,0.392334,0.2407379,STAR
1578,1237656242769822041,329.68521,12.942782,19.28429,18.14504,17.72949,17.55523,17.50693,-0.0001817642,1.134411,0.4087372,0.1586704,0.1080112,STAR
1579,1237678660352475533,5.03878600000002,3.879633,23.76812,22.42036,20.98435,20.35701,19.98086,0.4296468,2.945393,1.57119,0.5868015,0.2871323,GALAXY
1580,1237667536384819857,123.37317,11.362703,23.39672,23.24022,21.34274,20.1916,19.81747,0.0002260597,0.2366524,2.28985,1.101385,0.3776932,STAR
1581,1237678620103475910,2.9085632,3.5295351,23.82276,23.80391,21.98677,20.80191,20.0291,0.5677785,0.3513546,1.64472,1.108904,0.6567688,GALAXY
1582,1237658192151315623,133.35819,36.490911,25.52284,24.17433,23.20666,20.53642,18.88126,-9.814441e-05,1.814447,0.9106693,2.737404,1.645287,STAR
1583,1237652943705735796,344.73741,14.399695,24.13339,21.02081,20.29257,20.00825,19.95726,-0.0005695162,3.286804,0.7144375,0.288702,0.06760025,STAR
1584,1237653612644991424,132.43822,48.571954,22.89358,21.87828,20.41353,19.63042,19.12612,-0.0001769324,1.298441,1.462669,0.8014011,0.4899597,STAR
1585,1237657221485625437,159.26264,54.749877,19.68115,18.8657,18.52847,18.42621,18.41207,-0.0006119409,0.8201866,0.3248215,0.1128178,0.02280426,STAR
1586,1237657611262885948,166.70587,55.522281,18.94031,17.79739,17.40096,17.24554,17.20727,-0.001042282,1.145092,0.393486,0.1751575,0.04252052,STAR
1587,1237658302207886043,171.69599,58.27563,25.22843,24.83704,22.49558,20.1123,18.15395,-0.0001283225,0.6537609,2.432407,2.381697,1.951342,STAR
1588,1237669679576384304,358.04083,6.4961408,23.82184,23.79644,22.31215,21.26477,20.52187,0.6269225,0.6805229,1.387413,1.149836,0.7804241,GALAXY
1589,1237653616399089744,168.52802,60.327595,19.70321,19.2596,19.58234,19.78127,19.96022,-5.528157e-05,0.4403057,-0.324379,-0.1978245,-0.1895008,STAR
1590,1237666338653667568,20.233031,-0.62056022,20.63154,18.7233,17.98998,17.69523,17.13414,0.09304526,1.875549,0.9394875,0.3725471,0.3478088,GALAXY
1591,1237674651533967579,167.8342,0.84841269,21.6425,19.96567,18.57302,18.06562,17.71873,0.184861,1.93112,1.240704,0.5217686,0.3885288,GALAXY
1592,1237657070625685576,35.262508,-0.075203947,19.29716,18.378,18.07247,17.99508,18.05428,-0.0009055113,0.938406,0.2950115,0.06943703,-0.0417366,STAR
1593,1237651495222051018,122.68696,47.2403,21.40904,19.04702,18.05607,17.63592,17.44709,0.0001036549,2.381411,0.9971943,0.4114532,0.2008648,STAR
1594,1237663782594543810,17.756846,-1.2410766,20.2282,18.33898,17.51763,17.21117,16.83103,0.07804935,1.940334,0.8668175,0.3923712,0.2957096,GALAXY
1595,1237669680113058534,357.56829,6.9170706,23.37814,24.06752,22.63904,21.69083,20.63376,0.6855123,-0.1669559,1.085693,1.331638,0.7575989,GALAXY
1596,1237657769639411912,162.12063,54.431037,23.99816,21.6832,20.15877,18.97492,18.30147,-7.208616e-05,2.42157,1.500469,1.173641,0.6867924,STAR
1597,1237648722299257119,168.11015,0.63207399,21.95021,20.6367,19.98064,19.63502,19.25556,0.1099988,1.348917,0.6092033,0.3406067,0.2191429,GALAXY
1598,1237663784204763234,16.792464,0.084450872,20.40381,18.57925,17.7704,17.49666,17.06063,0.04743296,1.734152,0.815237,0.3924389,0.303318,GALAXY
1599,1237657771250024526,161.35539,55.625175,21.28905,19.20195,18.40695,18.18809,17.9976,-0.0002827792,2.124525,0.7899666,0.2358418,0.1776981,STAR
1600,1237678620103606428,3.21864540000001,3.4920317,24.95151,23.56301,22.07443,20.88771,20.15267,0.5789291,2.278316,1.65019,1.052355,0.7084579,GALAXY
1601,1237674648850464958,169.73949,-1.1913831,21.62396,19.76856,18.86418,18.29226,17.53703,0.0658517,1.994324,0.9039593,0.5345173,0.3916054,GALAXY
1602,1237658802567643185,157.40906,52.228486,17.79812,16.88302,16.60252,16.51703,16.47901,-0.0006805437,0.9346294,0.2555637,0.1037292,0.01434326,STAR
1603,1237648722299125987,167.79673,0.75220196,22.74441,20.23433,19.12311,18.65387,18.30359,0.1846916,2.434158,1.281752,0.4928179,0.3226442,GALAXY
1604,1237658191614509073,133.65635,36.295273,18.67377,17.54073,17.46908,17.50131,17.64905,-0.0004000543,1.134916,0.07079506,-0.02397537,-0.150116,STAR
1605,1237667429009589416,118.09124,10.395627,22.0043,20.40631,20.01968,19.88935,19.59884,0.0001778503,1.570925,0.3954601,0.1350098,0.2664433,STAR
1606,1237651192428494874,122.82681,46.735302,23.485,21.21014,21.0229,20.96904,20.70056,-9.260113e-05,2.37392,0.2273979,0.05017471,0.1763191,STAR
1607,1237663785279225970,18.531175,0.84722538,22.49648,20.5842,19.57178,18.84423,18.07579,0.06431045,2.18051,0.8992653,0.5589924,0.4172258,GALAXY
1608,1237663785279225941,18.477698,1.0090235,19.94208,18.86631,18.43485,18.02666,17.72782,0.07690026,1.053196,0.3986168,0.3371754,0.1160717,GALAXY
1609,1237666340800757869,19.287291,1.1046521,19.64647,17.68838,16.76977,16.34895,15.91156,0.04429307,1.881922,0.8326616,0.3983517,0.295393,GALAXY
1610,1237678598092620942,4.90656849999999,3.2613936,23.96523,25.4621,23.17625,21.91941,20.83009,0.8353646,-2.366585,4.049856,1.366116,0.9484806,GALAXY
1611,1237651752382759190,141.32978,0.71399345,18.97605,17.63746,17.12945,16.9547,16.85786,0.0002296873,1.352711,0.5054245,0.1580925,0.1177177,STAR
1612,1237669516367430732,358.50567,6.3728695,23.88987,23.47225,23.2444,21.66582,20.82299,0.7845122,-0.2288818,1.316793,1.409641,0.7870541,GALAXY
1613,1237678778477773299,359.17663,5.7626472,23.41983,23.03634,21.87797,20.59381,20.17257,0.5864726,0.2025337,1.054113,1.32795,0.6463661,GALAXY
1614,1237660765369074110,118.63143,22.490672,19.77015,18.7132,18.52603,18.51768,18.57542,-2.182912e-05,1.037209,0.1827202,0.01298141,-0.04920578,STAR
1615,1237663784205353142,18.259156,0.14596359,20.59359,18.47009,17.72568,17.43265,16.96671,0.08694003,1.96278,0.9141521,0.4023418,0.3378124,GALAXY
1616,1237663782595657936,20.221283,-1.1962528,20.58814,18.97262,18.31982,17.97944,17.61867,0.07771233,1.62311,0.7940464,0.3883972,0.2665768,GALAXY
1617,1237651752919630014,141.32494,1.1784592,18.00847,16.52568,16.04403,15.86709,15.81834,5.340268e-05,1.442003,0.5180664,0.1626987,0.05060673,STAR
1618,1237663783668023481,17.071425,-0.41996025,22.19567,20.68493,19.74401,19.25218,18.62247,0.1852598,1.890383,1.249353,0.5361309,0.4129562,GALAXY
1619,1237658303281693091,171.60813,59.293712,22.21823,21.19477,21.28119,21.57839,21.30751,0.004153254,0.8597279,0.144455,-0.00573349,0.2044106,STAR
1620,1237652943168864783,344.76361,14.038429,25.67731,21.02647,20.11056,19.81915,19.58062,-0.0001775399,4.750946,0.9036655,0.3133831,0.213295,STAR
1621,1237667430083199922,117.3916,11.171866,21.12794,19.11009,18.46733,17.91789,17.66526,0.0002155963,2.075199,0.7330723,0.4508839,0.2659073,STAR
1622,1237678776331993564,3.12345979999998,3.9820609,25.64893,23.52759,22.21136,20.84707,20.18351,0.6381903,2.687019,1.33884,1.293196,0.6572838,GALAXY
1623,1237663783668023441,17.159437,-0.24907139,20.38146,19.3792,19.08194,18.89234,18.52123,0.07791257,1.088093,0.4508686,0.2935257,0.1417961,GALAXY
1624,1237652943705604522,344.45019,14.494404,23.06124,21.02731,19.22607,18.28932,17.36219,-0.001523708,2.125841,1.8011,0.9645882,0.8954773,STAR
1625,1237672838524437208,357.21083,4.5202082,23.71076,23.50336,22.31241,20.95179,20.08072,0.7409796,-0.1720905,1.755268,1.267235,0.7607498,GALAXY
1626,1237651494685114614,122.88428,46.999406,20.10678,18.75678,18.30629,18.12811,18.08054,-6.960226e-06,1.360601,0.4516239,0.1882305,0.04670906,STAR
1627,1237663784742289534,18.387759,0.49666556,20.83578,18.76434,18.0353,17.50098,16.84591,0.04410461,1.797485,0.8784437,0.4873285,0.3920517,GALAXY
1628,1237648702984159585,223.84988,-1.2208937,23.3004,19.87412,18.55869,17.45082,16.88073,-1.808543e-05,3.498455,1.337549,1.116266,0.5625,STAR
1629,1237660343924490714,118.70508,23.774608,18.57393,17.69088,17.40836,17.34004,17.34319,0.0007843227,0.9150734,0.2561646,0.07412148,0.0004310608,STAR
1630,1237678620104000574,4.17458679999999,3.4579564,24.64225,24.03531,22.2602,20.87154,20.12633,0.6817988,1.75432,2.223372,1.262716,0.6567974,GALAXY
1631,1237678617425477726,17.449242,1.2198627,20.95118,19.07333,18.39452,18.03284,17.78452,0.04463018,1.96496,0.6826897,0.393692,0.2704449,GALAXY
1632,1237657591389356042,155.24746,51.944491,18.17313,17.2661,17.00245,16.9047,16.8692,-0.0007231471,0.9185028,0.2671471,0.09843826,0.03159142,STAR
1633,1237658611979059837,163.24209,47.216056,22.86493,22.92232,21.35835,19.66762,18.71316,3.838469e-05,0.09002495,1.569681,1.693222,0.9512939,STAR
1634,1237672766060495682,357.29849,5.5786298,23.43519,24.35089,22.46855,21.26434,20.24317,0.7670163,0.5756779,1.738564,1.152109,0.8076496,GALAXY
1635,1237658204504850603,162.03436,47.624147,21.09986,18.57431,17.21297,16.2592,15.69102,-0.0001669548,2.541668,1.387604,1.033893,0.5436735,STAR
1636,1237669516903777328,357.27844,6.7338938,22.53456,23.68029,22.98622,21.53405,20.56892,0.9261127,0.182869,0.9113331,1.414619,0.8330917,GALAXY
1637,1237658203431436441,163.49156,46.866717,22.38933,20.10581,18.75494,17.75799,17.22015,-4.734781e-06,2.267931,1.354656,1.002445,0.5447884,STAR
1638,1237663783668285634,17.729359,-0.2938824,23.73224,21.3732,19.73016,19.01514,18.60029,0.4522894,2.87908,1.761328,0.727581,0.3916969,GALAXY
1639,1237663784204763372,16.87788,0.15569347,22.86843,21.14545,19.58664,19.17507,18.65335,0.2965347,2.239885,1.59586,0.567091,0.3310795,GALAXY
1640,1237658302207098895,168.34007,57.931416,18.66457,17.41116,17.20332,17.1426,17.14281,-0.0005716757,1.253536,0.1891041,0.06882858,-0.004220963,STAR
1641,1237658302744690927,171.19668,58.741283,24.00714,21.73782,20.34167,19.16053,18.39315,5.325544e-05,2.176657,1.388655,1.184788,0.7414169,STAR
1642,1237655108911497854,169.77578,59.58265,24.28417,23.42126,21.83502,19.43892,18.22516,-4.270969e-05,0.9527454,1.606779,2.411081,1.220919,STAR
1643,1237666339727147132,19.508191,0.31447852,20.11303,18.86923,18.79001,18.48272,18.0872,0.04165713,1.166626,0.4762163,0.2835045,0.2032928,GALAXY
1644,1237657877002781149,118.61105,24.249402,19.69605,17.29519,16.33011,15.95838,15.77332,2.232337e-05,2.393209,0.9894257,0.35746,0.1849499,STAR
1645,1237650796754763938,141.30514,0.62223185,19.63389,17.26784,16.2636,15.89337,15.73429,0.0001649196,2.39093,0.9893532,0.3737812,0.1651831,STAR
1646,1237678620104327228,4.89559559999998,3.4525673,23.55812,23.68353,22.1108,20.90485,20.00573,0.6246231,0.4671535,1.901157,1.181601,0.6572628,GALAXY
1647,1237659119324627074,220.2719,48.939721,19.56298,19.4456,19.77126,20.15907,20.37206,0.0001543396,0.1284943,-0.3184738,-0.3960209,-0.2193775,STAR
1648,1237667429009917333,118.72303,10.832975,24.03633,22.56136,21.3267,21.39588,20.86509,0.0001480354,1.732634,1.209734,-0.03475952,0.5197067,STAR
1649,1237657589242789985,159.32435,51.234545,21.15034,18.28427,16.95112,15.95776,15.49864,-1.867559e-05,2.808683,1.403913,0.9854164,0.4283438,STAR
